categoria;LOC;lat;lon;Filename
Nuevos Paramilitares (Narco-Para);López de Micay, Quindío;2.8458039;-77.24803899999999;1
Nuevos Paramilitares (Narco-Para);Maceo, Antioquia;6.551367;-74.787294;2
Nuevos Paramilitares (Narco-Para);Maguí Payán, Nariño;1.7658466;-78.1838239;7
Nuevos Paramilitares (Narco-Para);Majagual, Sucre;8.4865278;-74.7337069;1
Nuevos Paramilitares (Narco-Para);Malambo, Atlántico;10.8575824;-74.7746834;12
Nuevos Paramilitares (Narco-Para);Maní, Nariño;1.2897467;-77.3580033;5
Nuevos Paramilitares (Narco-Para);Mapiripán, Meta;2.892506;-72.13317500000001;7
Nuevos Paramilitares (Narco-Para);María la Baja, Bolívar;9.983431500000002;-75.30223749999999;1
Nuevos Paramilitares (Narco-Para);Medellín, Antioquia;6.2476376;-75.56581530000001;1
Nuevos Paramilitares (Narco-Para);Medellín, Quindío;6.2476376;-75.56581530000001;4
Nuevos Paramilitares (Narco-Para);Medio Baudó, Chocó;5.1334095;-76.964306;16
Nuevos Paramilitares (Narco-Para);Medio San Juan, Chocó;5.6914548;-76.65897939999999;12
Nuevos Paramilitares (Narco-Para);Mistrató, Risaralda;5.2962025;-75.88155549999999;2
Nuevos Paramilitares (Narco-Para);Montecristo, Cauca;2.57301;-76.77915999999999;2
Nuevos Paramilitares (Narco-Para);Montelíbano, Córdoba;7.976803;-75.417209;37
Nuevos Paramilitares (Narco-Para);Montenegro, Quindío;4.566637;-75.75012;4
Nuevos Paramilitares (Narco-Para);Montería, Córdoba;8.750983;-75.8785348;1
Nuevos Paramilitares (Narco-Para);Montería, Córdoba;8.750983;-75.8785348;6
Nuevos Paramilitares (Narco-Para);Mosquera, Nariño;2.50923;-78.451284;6
Nuevos Paramilitares (Narco-Para);Moñitos, Córdoba;9.2461227;-76.1316984;12
Nuevos Paramilitares (Narco-Para);Murindó, Antioquia;6.976297;-76.81975;1
Nuevos Paramilitares (Narco-Para);Mutatá, Quindío;7.361357399999999;-76.5025742;4
Nuevos Paramilitares (Narco-Para);Nariño, Nariño;1.289151;-77.35794000000001;12
Nuevos Paramilitares (Narco-Para);Nechí, Cauca;8.0909315;-74.77964659999999;3
Nuevos Paramilitares (Narco-Para);Nechí, Quindío;8.0909315;-74.77964659999999;3
Nuevos Paramilitares (Narco-Para);Norosí, Bolívar;8.528027;-74.037018;4
Nuevos Paramilitares (Narco-Para);Norosí, Norte de Santander;7.9462831;-72.8988069;2
Nuevos Paramilitares (Narco-Para);Nuquí, Chocó;5.709563;-77.2666969;13
Nuevos Paramilitares (Narco-Para);Olaya Herrera, Nariño;2.2772880621602263;-78.31589372202436;16
Nuevos Paramilitares (Narco-Para);Orito, Putumayo;0.6766344999999999;-76.87960609999999;2
Nuevos Paramilitares (Narco-Para);Pailitas, Cesar;8.959667;-73.626268;1
Nuevos Paramilitares (Narco-Para);Pandi, Cundinamarca;4.19065;-74.486751;8
Nuevos Paramilitares (Narco-Para);Paratebueno, Cundinamarca;4.3746917;-73.2120879;4
Nuevos Paramilitares (Narco-Para);Pasca, Cundinamarca;4.308498;-74.299995;8
Nuevos Paramilitares (Narco-Para);Paya, Nariño;1.2897467;-77.3580033;4
Nuevos Paramilitares (Narco-Para);Pelaya, Cesar;8.688030999999999;-73.666377;1
Nuevos Paramilitares (Narco-Para);Pereira, Risaralda;4.8087174;-75.690601;1
Nuevos Paramilitares (Narco-Para);Pijao, Quindío;4.334346099999999;-75.7036308;5
Nuevos Paramilitares (Narco-Para);Planeta Rica, Córdoba;8.412749;-75.584048;6
Nuevos Paramilitares (Narco-Para);Plato, Magdalena;9.791337;-74.7975249;2
Nuevos Paramilitares (Narco-Para);Policarpa, Nariño;1.6289529;-77.4592061;7
Nuevos Paramilitares (Narco-Para);Pueblo Bello, Cesar;10.43458;-73.5829689;2
Nuevos Paramilitares (Narco-Para);Pueblo Nuevo, Córdoba;8.503178;-75.5075239;6
Nuevos Paramilitares (Narco-Para);Pueblo Rico, Risaralda;5.221976;-76.03042330000001;1
Nuevos Paramilitares (Narco-Para);Puerto Asís, Putumayo;0.4985097;-76.4977428;1
Nuevos Paramilitares (Narco-Para);Puerto Berrío, Antioquia;6.4895388;-74.4047587;2
Nuevos Paramilitares (Narco-Para);Puerto Berrío, Quindío;6.4895388;-74.4047587;1
Nuevos Paramilitares (Narco-Para);Puerto Boyacá, Boyacá;5.975676699999999;-74.5922391;2
Nuevos Paramilitares (Narco-Para);Puerto Caidedo, Putumayo;0.6842064;-76.60416169999999;2
Nuevos Paramilitares (Narco-Para);Puerto Colombia, Atlántico;11.001004;-74.950761;12
Nuevos Paramilitares (Narco-Para);Puerto Concordia, Meta;2.6227918;-72.7598422;7
Nuevos Paramilitares (Narco-Para);Puerto Gaitán, Meta;4.3123762;-72.0826822;4
Nuevos Paramilitares (Narco-Para);Puerto Libertador, Córdoba;7.8877104;-75.67099759999999;35
Nuevos Paramilitares (Narco-Para);Puerto Lleras, Meta;3.272414;-73.369542;1
Nuevos Paramilitares (Narco-Para);Puerto López, Meta;4.091354;-72.955918;4
Nuevos Paramilitares (Narco-Para);Puerto Nare, Antioquia;6.186497;-74.583726;2
Nuevos Paramilitares (Narco-Para);Puerto Rico, Meta;2.941214;-73.20746799999999;1
Nuevos Paramilitares (Narco-Para);Puerto Santander, Norte de Santander;8.361323;-72.408389;5
Nuevos Paramilitares (Narco-Para);Puerto Santander, Santander;8.361323;-72.408389;5
Nuevos Paramilitares (Narco-Para);Quibdó, Chocó;5.695633;-76.649812;4
Nuevos Paramilitares (Narco-Para);Quibdó, Quindío;5.695633;-76.649812;43
Nuevos Paramilitares (Narco-Para);Quimbaya, Quindío;4.625907;-75.761865;4
Nuevos Paramilitares (Narco-Para);Quinchía, Risaralda;5.341119099999999;-75.73047559999999;9
Nuevos Paramilitares (Narco-Para);Qunidío, Quindío;4.4610191;-75.667356;1
Nuevos Paramilitares (Narco-Para);Remedios, Quindío;4.4610191;-75.667356;5
Nuevos Paramilitares (Narco-Para);Riohacha, La Guajira;11.5384151;-72.91678379999999;11
Nuevos Paramilitares (Narco-Para);Riosucio, Caldas;5.420683899999999;-75.705388;2
Nuevos Paramilitares (Narco-Para);Riosucio, Chocó;7.437558799999999;-77.11333479999999;10
Nuevos Paramilitares (Narco-Para);Rioviejo, Bolívar;8.588396999999999;-73.84025799999999;1
Nuevos Paramilitares (Narco-Para);Risaralda, Risaralda;5.315847499999999;-75.9927652;2
Nuevos Paramilitares (Narco-Para);Roberto Payán, Nariño;1.718516;-78.25312;7
Nuevos Paramilitares (Narco-Para);Roldanillo, Valle del Cauca;4.415473599999999;-76.1513942;2
Nuevos Paramilitares (Narco-Para);Río Quito, Chocó;5.5380856;-76.7798172;3
Nuevos Paramilitares (Narco-Para);Río Viejo, Bolívar;8.588396999999999;-73.84025799999999;3
Nuevos Paramilitares (Narco-Para);Sabanas, Magdalena;10.3792953;-74.7056095;2
Nuevos Paramilitares (Narco-Para);Samaniego, Nariño;1.332614;-77.58615499999999;5
Nuevos Paramilitares (Narco-Para);San Andrés de Cuerquía, Quindío;6.913245;-75.67555999999999;2
Nuevos Paramilitares (Narco-Para);San Antero, Córdoba;9.374642;-75.758517;12
Nuevos Paramilitares (Narco-Para);San Benito Abad, Sucre;8.93159;-75.0308214;1
Nuevos Paramilitares (Narco-Para);San Benito, Sucre;8.93159;-75.0308214;1
Nuevos Paramilitares (Narco-Para);San Bernardo del Viento, Córdoba;9.3525858;-75.9535815;12
Nuevos Paramilitares (Narco-Para);San Calixto, Norte de Santander;8.4015989;-73.2089979;2
Nuevos Paramilitares (Narco-Para);San Carlos, Córdoba;8.7946422;-75.6995195;1
Nuevos Paramilitares (Narco-Para);San Jacinto del Cauca, Cauca;8.2314212;-74.7337069;2
Nuevos Paramilitares (Narco-Para);San Jacinto, Bolívar;9.8297142;-75.12294899999999;1
Nuevos Paramilitares (Narco-Para);San José de Uré, Córdoba;7.787317900000001;-75.53590609999999;3
Nuevos Paramilitares (Narco-Para);San José del Fragua, Caquetá;1.3315742;-75.9733147;3
Nuevos Paramilitares (Narco-Para);San José del Guaviare, Guaviare;2.5677606;-72.6396535;1
Nuevos Paramilitares (Narco-Para);San José del Guaviare, Meta;2.5677606;-72.6396535;5
Nuevos Paramilitares (Narco-Para);San José, Caquetá;1.36056;-75.94908099999999;1
Nuevos Paramilitares (Narco-Para);San Juan Nepomuceno, Bolívar;9.95114;-75.083828;1
Nuevos Paramilitares (Narco-Para);San Marcos, Sucre;8.663761;-75.13268289999999;1
Nuevos Paramilitares (Narco-Para);San Martín, Meta;3.698492;-73.697308;4
Nuevos Paramilitares (Narco-Para);San Martín, Meta;3.698492;-73.697308;6
Nuevos Paramilitares (Narco-Para);San Miguel, Putumayo;0.33002;-76.87635999999999;4
Nuevos Paramilitares (Narco-Para);San Onofre, Sucre;9.74084;-75.519872;14
Nuevos Paramilitares (Narco-Para);San Pablo, Bolívar;7.477887;-73.92410799999999;1
Nuevos Paramilitares (Narco-Para);San Sebastián, Magdalena;9.2389289;-74.3500155;4
Nuevos Paramilitares (Narco-Para);Santa Bárbara, Nariño;2.4505212;-77.98026930000002;12
Nuevos Paramilitares (Narco-Para);Santa Marta, Magdalena;11.2403547;-74.2110227;1
Nuevos Paramilitares (Narco-Para);Santa Rosa del Sur, Bolívar;7.9630638;-74.05097479999999;1
Nuevos Paramilitares (Narco-Para);Santacruz, Nariño;1.51723;-77.25113999999999;5
Nuevos Paramilitares (Narco-Para);Santiago de Tolú, Sucre;9.527477;-75.5812215;9
Nuevos Paramilitares (Narco-Para);Segovia, Quindío;4.4610191;-75.667356;5
Nuevos Paramilitares (Narco-Para);Sibaté, Cundinamarca;4.491196;-74.2593771;2
Nuevos Paramilitares (Narco-Para);Silvania, Cundinamarca;4.3867287;-74.3994432;8
Nuevos Paramilitares (Narco-Para);Simití, Bolívar;7.957151;-73.946404;2
Nuevos Paramilitares (Narco-Para);Sincelejo, Sucre;9.3045773;-75.39055669999999;1
Nuevos Paramilitares (Narco-Para);Sipí, Chocó;4.65306;-76.64417;12
Nuevos Paramilitares (Narco-Para);Soacha, Cundinamarca;4.5827227;-74.21174649999999;49
Nuevos Paramilitares (Narco-Para);Soledad, Atlántico;10.9215472;-74.7688173;12
Nuevos Paramilitares (Narco-Para);Sucre, Sucre;8.916538147248733;-74.72682304315609;2
Nuevos Paramilitares (Narco-Para);Sumapaz, Tolima;4.112506545093167;-74.5813021227584;3
Nuevos Paramilitares (Narco-Para);Supía, Caldas;5.45589;-75.65040100000002;2
Nuevos Paramilitares (Narco-Para);Tadó, Chocó;5.2649419;-76.55943300000001;2
Nuevos Paramilitares (Narco-Para);Tadó, Córdoba;5.2649419;-76.55943300000001;2
Nuevos Paramilitares (Narco-Para);Tamalameque, Magdalena;10.33333;-74.54198;4
Nuevos Paramilitares (Narco-Para);Tame, Arauca;6.4586679;-71.73477369999999;1
Nuevos Paramilitares (Narco-Para);Tarazá, Antioquia;7.583190999999999;-75.39996599999999;1
Nuevos Paramilitares (Narco-Para);Tarazá, Cauca;7.583190999999999;-75.39996599999999;3
