LOC;lat;lon;Filename
Uribia, La Guajira;11.7149978;-72.26593910000001;7
Urrao, Antioquia;6.313860999999999;-76.13181;9
Valaparaiso, Caquetá;1.1951639;-75.70532399999999;2
Valdivia, Valle del Cauca;3.8008893;-76.64127119999999;14
Valencia, Córdoba;8.2009388;-76.2247366;12
Valencia, Valle del Cauca;3.8008893;-76.64127119999999;5
Valle de Guamuez, Putumayo;0.4015861;-76.7798172;3
Valle del Guamuez, Putumayo;0.4015861;-76.7798172;16
Valledupar, Cesar;10.4742449;-73.2436335;10
Valledupar, Valle del Cauca;4.18049;-77.16171;3
ValparaísoAlbania, Caquetá;0.869892;-73.8419063;7
Vaupés, Vaupés;0.8553561;-70.81199529999999;7
Venecia, Antioquia;5.963962;-75.735417;3
Venecia, Cundinamarca;4.089014;-74.4779102;29
Victoria, Vaupés;0.8553561;-70.81199529999999;1
Vigía del Fuerte, Chocó;6.588654099999999;-76.896277;31
Vigía del Fuerte, Quindío;6.588654099999999;-76.896277;4
Villa de Rosario, Norte de Santander;7.8437879;-72.46968970000002;17
Villa del Rosario, Norte de Santander;7.8437879;-72.46968970000002;11
Villa del Rosario, Santander;7.8437879;-72.46968970000002;6
Villahermosa, Tolima;5.029564;-75.1168256;2
Villavicencio, Meta;4.1491688;-73.6285475;12
Vista Hermosa, Meta;3.127883;-73.752512;60
Yarumal, Antioquia;6.961969;-75.4190689;5
Yavaraté, Vaupés;0.6150599999999999;-69.2080299;13
Yondó, Bolívar;6.951009099999999;-74.1709702;1
Yondó, Quindío;6.951009099999999;-74.1709702;7
Yopal, Casanare;5.348903;-72.40052299999999;15
Zambrano, Bolívar;9.760999799999999;-74.89749250000001;8
Zaragoza, Cauca;2.20849;-77.8288199;10
Zaragoza, Quindío;4.4610191;-75.667356;17
Zona Bananera, Magdalena;10.7922447;-74.1709702;29
nan, Antioquia;6.2476598;-75.565816;2
nan, Norte de Santander;7.9462831;-72.8988069;33
nan, Valle del Cauca;3.8008893;-76.64127119999999;2
